#sample	data_type	k_cov	mixture	lineages	log_barcodes	log_errors
l_6.2.3_SAMEA3391701	assembly	1	no	6.2.3 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.2_SAMEA6847628	assembly	1	no	6.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.2_SAMEA6847629	assembly	1	no	6.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.1_SAMEA112799614	assembly	1	no	6.3.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.1_SAMEA112801514	assembly	1	no	6.3.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.1_SAMEA14460342	assembly	1	no	6.3.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1), 6.3.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.1_SAMEA14460647	assembly	1	no	6.3.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.1_SAMEA2534298	assembly	1	no	6.3.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.1_SAMN02231116	assembly	1	no	6.3.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.2_SAMEA14460533	assembly	1	no	6.3.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.2_SAMEA14460669	assembly	1	no	6.3.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.2_SAMEA14460695	assembly	1	no	6.3.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.2_SAMEA2534277	assembly	1	no	6.3.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.2_SAMEA8113327	assembly	1	no	6.3.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.2_SAMEA919887	assembly	1	no	6.3.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.3_SAMEA112250155	assembly	1	no	6.3.3 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.3_SAMEA13295023	assembly	1	no	6.3.3 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.3_SAMEA14460584	assembly	1	no	6.3.3 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.3_SAMEA3643506	assembly	1	no	6.3.3 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.3_SAMEA4774498	assembly	1	no	6.3.3 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.3.3_SAMEA5366633	assembly	1	no	6.3.3 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.3.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6_SAMEA1117814	assembly	1	no	6 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6_SAMEA112800819	assembly	1	no	6 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6_SAMEA112805454	assembly	1	no	6 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6_SAMEA14460498	assembly	1	no	6 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6_SAMEA14460652	assembly	1	no	6 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6_SAMEA2235044	assembly	1	no	6 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6_SAMEA6455944	assembly	1	no	6 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6_SAMEA6456164	assembly	1	no	6 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6_SAMN02231149	assembly	1	no	6 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6_SAMN02673325	assembly	1	no	6 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_7_SAMEA104061141	assembly	1	no	7 (1)	7 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_7_SAMEA104061144	assembly	1	no	7 (1)	7 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_7_SAMEA104061147	assembly	1	no	7 (1)	7 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_7_SAMEA104061151	assembly	1	no	7 (1)	7 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_7_SAMEA104061153	assembly	1	no	7 (1)	7 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_7_SAMEA104061160	assembly	1	no	7 (1)	7 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_7_SAMEA112799195	assembly	1	no	7 (1)	7 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_7_SAMEA11934215	assembly	1	no	7 (1)	7 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_7_SAMEA7548327	assembly	1	no	7 (1)	7 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_7_SAMEA7553341	assembly	1	no	7 (1)	7 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_8_SAMN13736268	assembly	1	no	8 (1)	8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_9_SAMEA1119572	assembly	1	no	9 (1)	9 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_9_SAMEA112799992	assembly	1	no	9 (1)	9 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_9_SAMEA112800626	assembly	1	no	9 (1)	9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_9_SAMEA112800881	assembly	1	no	9 (1)	9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_9_SAMEA112801466	assembly	1	no	9 (1)	9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_9_SAMEA112801631	assembly	1	no	9 (1)	9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_9_SAMEA112801949	assembly	1	no	9 (1)	9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_9_SAMEA112802604	assembly	1	no	9 (1)	9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_9_SAMEA112803757	assembly	1	no	9 (1)	9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_9_SAMEA8113332	assembly	1	no	9 (1)	9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.1_SAMEA1485230	assembly	1	no	La1.1 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.1_SAMEA1556837	assembly	1	no	La1.1 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.1_SAMEA1569365	assembly	1	no	La1.1 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.1_SAMEA4946952	assembly	1	no	La1.1 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.1_SAMN10247619	assembly	1	no	La1.1 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.1_SAMN10247623	assembly	1	no	La1.1 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.1_SAMN10247624	assembly	1	no	La1.1 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.1_SAMN10247626	assembly	1	no	La1.1 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.2.BCG_SAMEA7563623	assembly	1	no	La1.2.BCG (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2.BCG (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.2.BCG_SAMN07658255	assembly	1	no	La1.2.BCG (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2.BCG (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.2.BCG_SAMN13051674	assembly	1	no	La1.2.BCG (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2.BCG (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.2.BCG_SAMN13471519	assembly	1	no	La1.2.BCG (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2.BCG (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.2.BCG_SAMN16966224	assembly	1	no	La1.2.BCG (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2.BCG (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.2.BCG_SAMN19657425	assembly	1	no	La1.2.BCG (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2.BCG (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.2_SAMEA6875610	assembly	1	no	La1.2 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.2_SAMEA8955393	assembly	1	no	La1.2 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.2_SAMEA8955415	assembly	1	no	La1.2 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.2_SAMEA8955460	assembly	1	no	La1.2 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.2_SAMEA8955466	assembly	1	no	La1.2 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.2_SAMEA8955484	assembly	1	no	La1.2 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.2_SAMEA8955486	assembly	1	no	La1.2 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.2_SAMEA8987143	assembly	1	no	La1.2 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.3_SAMEA5875790	assembly	1	no	La1.3 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.3_SAMEA5875798	assembly	1	no	La1.3 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.3_SAMEA5875840	assembly	1	no	La1.3 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.3_SAMEA5875862	assembly	1	no	La1.3 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.3_SAMEA5875887	assembly	1	no	La1.3 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.3_SAMEA5875927	assembly	1	no	La1.3 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.3_SAMN10247627	assembly	1	no	La1.3 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.3_SAMN10247635	assembly	1	no	La1.3 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.4_SAMEA112804808	assembly	1	no	La1.4 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.4_SAMEA3448726	assembly	1	no	La1.4 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.4_SAMEA4946910	assembly	1	no	La1.4 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.4_SAMEA4946923	assembly	1	no	La1.4 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.4_SAMN22169401	assembly	1	no	La1.4 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.4_SAMN22169407	assembly	1	no	La1.4 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.4_SAMN22169434	assembly	1	no	La1.4 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.4_SAMN33387758	assembly	1	no	La1.4 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.5_SAMEA104414625	assembly	1	no	La1.5 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.5_SAMEA104414626	assembly	1	no	La1.5 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.5_SAMEA104414628	assembly	1	no	La1.5 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.5_SAMEA104414629	assembly	1	no	La1.5 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.5_SAMEA104414635	assembly	1	no	La1.5 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.5_SAMEA112802030	assembly	1	no	La1.5 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.5_SAMEA112803995	assembly	1	no	La1.5 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.5_SAMEA4946902	assembly	1	no	La1.5 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.6_SAMEA112954314	assembly	1	no	La1.6 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.6_SAMEA112954346	assembly	1	no	La1.6 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.6_SAMEA112954352	assembly	1	no	La1.6 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.6_SAMEA112954356	assembly	1	no	La1.6 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.6_SAMEA112954363	assembly	1	no	La1.6 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.6_SAMEA112954370	assembly	1	no	La1.6 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.6_SAMEA112954381	assembly	1	no	La1.6 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.6_SAMEA112954402	assembly	1	no	La1.6 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.7.1_SAMN03300643	assembly	1	no	La1.7.1 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.7.1_SAMN03300856	assembly	1	no	La1.7.1 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.7.1_SAMN09284254	assembly	1	no	La1.7.1 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.7.1_SAMN09284521	assembly	1	no	La1.7.1 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.7.1_SAMN26814590	assembly	1	no	La1.7.1 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.7.1_SAMN26814596	assembly	1	no	La1.7.1 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.7.X-unk4_SAMEA14460707	assembly	1	no	La1.7.X-unk4 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.X-unk4 (1, 1, 1, 1, 1, 1)	
l_La1.7.X-unk4_SAMEA4946858	assembly	1	no	La1.7.X-unk4 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.X-unk4 (1, 1, 1, 1, 1, 1)	
l_La1.7.X-unk4_SAMEA4946908	assembly	1	no	La1.7.X-unk4 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.X-unk4 (1, 1, 1, 1, 1, 1)	
l_La1.7.X-unk4_SAMEA4946954	assembly	1	no	La1.7.X-unk4 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.X-unk4 (1, 1, 1, 1, 1, 1)	
l_La1.7.X-unk4_SAMEA5800034	assembly	1	no	La1.7.X-unk4 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.X-unk4 (1, 1, 1, 1, 1, 1)	
l_La1.7.X-unk4_SAMN09284472	assembly	1	no	La1.7.X-unk4 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.X-unk4 (1, 1, 1, 1, 1, 1)	
l_La1.7.X-unk5_SAMEA1118020	assembly	1	no	La1.7.X-unk5 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.X-unk5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.7.X-unk5_SAMN10247730	assembly	1	no	La1.7.X-unk5 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.X-unk5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.7.X-unk5_SAMN10247731	assembly	1	no	La1.7.X-unk5 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.X-unk5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.7.X-unk5_SAMN10247733	assembly	1	no	La1.7.X-unk5 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.X-unk5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.7.X-unk5_SAMN10247734	assembly	1	no	La1.7.X-unk5 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.X-unk5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.7.X-unk5_SAMN10247735	assembly	1	no	La1.7.X-unk5 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1), La1.7.X-unk5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_La1.7_SAMEA112802154	assembly	1	no	La1.7 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1)	
l_La1.7_SAMEA112803595	assembly	1	no	La1.7 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1)	
l_La1.7_SAMEA4946938	assembly	1	no	La1.7 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1)	
l_La1.7_SAMN23583251	assembly	1	no	La1.7 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1)	
l_La1.7_SAMN23733173	assembly	1	no	La1.7 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1)	
l_La1.7_SAMN23733183	assembly	1	no	La1.7 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1)	
l_La1.7_SAMN23733185	assembly	1	no	La1.7 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1)	
l_La1.7_SAMN23733189	assembly	1	no	La1.7 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.7 (1, 1, 1, 1, 1, 1, 1)	
l_La1.8.1_SAMEA5189253	assembly	1	no	La1.8.1 (1)	La1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), La1.8.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
